qry_id	Q0	doc_id          	rank	score	run_id
1     	Q0	29496755024306176	49  	0.366	1
1     	Q0	30223544906424320	50  	0.366	1
1     	Q0	29527121936261121	51  	0.366	1
1     	Q0	30215123658350592	52  	0.359	1
1     	Q0	30016488928706560	53  	0.353	1
1     	Q0	30325151543332864	54  	0.352	1
1     	Q0	31649109051965440	55  	0.349	1
1     	Q0	31102251548278784	56  	0.348	1
1     	Q0	31051749766725633	57  	0.348	1
1     	Q0	29263407261683712	58  	0.343	1
1     	Q0	29996023250157568	59  	0.340	1
1     	Q0	33536977986912256	60  	0.336	1
1     	Q0	30272368861511680	61  	0.334	1
1     	Q0	29991643910242304	62  	0.333	1
1     	Q0	30204561658482688	63  	0.332	1
1     	Q0	34703780100448257	64  	0.326	1
1     	Q0	30554037510213632	65  	0.323	1
1     	Q0	34005858346209280	66  	0.322	1
1     	Q0	31653291230232576	67  	0.320	1
1     	Q0	29138884684161025	68  	0.320	1
1     	Q0	29621742011944960	69  	0.319	1
1     	Q0	31361923412922368	70  	0.319	1
1     	Q0	32099397357543424	71  	0.319	1
1     	Q0	31051995217395713	72  	0.315	1
1     	Q0	32812128800870400	73  	0.313	1
1     	Q0	31653409140514816	74  	0.312	1
1     	Q0	30997129900072961	75  	0.311	1
1     	Q0	30299217419304960	76  	0.309	1
1     	Q0	29386330014220288	77  	0.309	1
1     	Q0	32062450161426432	78  	0.307	1
1     	Q0	34448730182651904	79  	0.306	1
1     	Q0	29629635817906176	80  	0.299	1
1     	Q0	29516615708049408	81  	0.299	1
1     	Q0	33287402286088192	82  	0.298	1
1     	Q0	32985385306955776	83  	0.298	1
1     	Q0	33928899893133312	84  	0.297	1
1     	Q0	30555641466593280	85  	0.294	1
1     	Q0	29556093059334145	86  	0.293	1
1     	Q0	30268814184677376	87  	0.292	1
1     	Q0	33602042350010368	88  	0.289	1
1     	Q0	32080604065431552	89  	0.289	1
1     	Q0	34350601898819585	90  	0.288	1
1     	Q0	34665469260599296	91  	0.287	1
1     	Q0	32413541927489536	92  	0.285	1
1     	Q0	29967932868009984	93  	0.285	1
1     	Q0	28972570082541568	94  	0.281	1
1     	Q0	33878396152840192	95  	0.278	1
1     	Q0	30419324359417857	96  	0.274	1
1     	Q0	31220758067814400	97  	0.274	1
1     	Q0	34553453812387840	98  	0.273	1
1     	Q0	31230480170876928	99  	0.272	1
1     	Q0	30769665240203264	100 	0.272	1
1     	Q0	31698534671581184	101 	0.271	1
1     	Q0	29756063234392064	102 	0.270	1
1     	Q0	33044519750475776	103 	0.270	1
1     	Q0	31630220884713472	104 	0.269	1
1     	Q0	31210617436119040	105 	0.267	1
1     	Q0	30686548747882496	106 	0.265	1
1     	Q0	31298489577111552	107 	0.261	1
1     	Q0	32046198844030976	108 	0.260	1
1     	Q0	30375540082872320	109 	0.260	1
1     	Q0	30190612238041088	110 	0.259	1
1     	Q0	34623684111122432	111 	0.255	1
1     	Q0	31762305326784512	112 	0.253	1
1     	Q0	30315979753922560	113 	0.253	1
1     	Q0	30629479080525824	114 	0.252	1
1     	Q0	29208850963898368	115 	0.252	1
1     	Q0	30261845583466496	116 	0.251	1
1     	Q0	29330189708169217	117 	0.250	1
1     	Q0	33316184879411200	118 	0.250	1
1     	Q0	34845080003022848	119 	0.249	1
1     	Q0	31793298611904512	120 	0.248	1
1     	Q0	34481845777207296	121 	0.248	1
1     	Q0	34526590725521408	122 	0.248	1
1     	Q0	32494503902314496	123 	0.247	1
1     	Q0	34524023287193601	124 	0.246	1
1     	Q0	30633744511533057	125 	0.244	1
1     	Q0	33332326909874178	126 	0.243	1
1     	Q0	32638038530072576	127 	0.242	1
1     	Q0	33249188615557121	128 	0.242	1
1     	Q0	30780801931026432	129 	0.239	1
1     	Q0	31016423132233728	130 	0.236	1
1     	Q0	34139645902065664	131 	0.236	1
1     	Q0	29733292613828608	132 	0.235	1
1     	Q0	31081417941188608	133 	0.235	1
1     	Q0	34106070209138689	134 	0.234	1
1     	Q0	34100702682816512	135 	0.234	1
1     	Q0	31089355871223808	136 	0.234	1
1     	Q0	34551264511528960	137 	0.234	1
1     	Q0	34255814344572928	138 	0.233	1
1     	Q0	30986508492087297	139 	0.233	1
1     	Q0	32846346322972672	140 	0.232	1
1     	Q0	34889484864585728	141 	0.232	1
1     	Q0	32947243380113409	142 	0.230	1
1     	Q0	30751117402968064	143 	0.230	1
1     	Q0	30248740119908353	144 	0.230	1
1     	Q0	32877997321101312	145 	0.229	1
1     	Q0	34730882833063936	146 	0.228	1
1     	Q0	32229281945886720	147 	0.228	1
1     	Q0	30377751324135424	148 	0.227	1
1     	Q0	29971808702701568	149 	0.227	1
1     	Q0	33148017498394624	150 	0.225	1
1     	Q0	30009797621321728	151 	0.224	1
1     	Q0	34692588061593600	152 	0.223	1
1     	Q0	34518693245353984	153 	0.223	1
1     	Q0	29109203574464512	154 	0.222	1
1     	Q0	29264804417904641	155 	0.222	1
1     	Q0	31006948316942336	156 	0.222	1
1     	Q0	33502424622702592	157 	0.222	1
1     	Q0	34713940210483200	158 	0.221	1
1     	Q0	30921324712960000	159 	0.221	1
1     	Q0	34178675104546816	160 	0.220	1
1     	Q0	31850686425600000	161 	0.219	1
1     	Q0	34582501410209792	162 	0.219	1
1     	Q0	33324493715808256	163 	0.219	1
1     	Q0	34659485100277760	164 	0.219	1
1     	Q0	30828308941774848	165 	0.218	1
1     	Q0	34863742973911040	166 	0.218	1
1     	Q0	30598140105072640	167 	0.218	1
1     	Q0	33537918312120320	168 	0.217	1
1     	Q0	33456715072540672	169 	0.216	1
1     	Q0	33272578709794816	170 	0.216	1
1     	Q0	34618782768955392	171 	0.216	1
1     	Q0	34707878099161088	172 	0.215	1
1     	Q0	30163260250521600	173 	0.215	1
1     	Q0	34746829945962496	174 	0.214	1
1     	Q0	33631760113733632	175 	0.213	1
1     	Q0	30044145355591680	176 	0.213	1
1     	Q0	30225867514847232	177 	0.211	1
1     	Q0	33835892271484928	178 	0.211	1
1     	Q0	29013703143723008	179 	0.211	1
1     	Q0	32391000743739393	180 	0.211	1
1     	Q0	32119399087341568	181 	0.210	1
1     	Q0	34026930940416000	182 	0.210	1
1     	Q0	34020986487578625	183 	0.209	1
1     	Q0	33634329997348864	184 	0.209	1
1     	Q0	30325761801977856	185 	0.209	1
1     	Q0	30945386776498176	186 	0.209	1
1     	Q0	31766064534650880	187 	0.208	1
1     	Q0	34456915450933248	188 	0.208	1
1     	Q0	32478310793482241	189 	0.208	1
1     	Q0	34420772445356032	190 	0.205	1
1     	Q0	33976236870991872	191 	0.205	1
1     	Q0	33172089494044672	192 	0.205	1
1     	Q0	34384798248083458	193 	0.204	1
1     	Q0	32740337151643648	194 	0.203	1
1     	Q0	29506585789206528	195 	0.203	1
1     	Q0	32237318962159616	196 	0.203	1
1     	Q0	29837263353417728	197 	0.202	1
1     	Q0	34514609985556480	198 	0.202	1
1     	Q0	30929994532261888	199 	0.201	1
1     	Q0	32783211335524352	200 	0.201	1
1     	Q0	34834670793396224	201 	0.200	1
1     	Q0	30387462714957824	202 	0.200	1
1     	Q0	33045690359889920	203 	0.199	1
1     	Q0	34433681393192960	204 	0.198	1
1     	Q0	31421659600658433	205 	0.198	1
1     	Q0	34757090895462401	206 	0.198	1
1     	Q0	30657079391813632	207 	0.197	1
1     	Q0	30423507347181568	208 	0.197	1
1     	Q0	34530359324450816	209 	0.196	1
1     	Q0	29510100452380672	210 	0.196	1
1     	Q0	31490509839007744	211 	0.196	1
1     	Q0	29342782757797888	212 	0.196	1
1     	Q0	34141526510534656	213 	0.195	1
1     	Q0	33455610993311744	214 	0.194	1
1     	Q0	33566386861117440	215 	0.194	1
1     	Q0	32834102369456130	216 	0.194	1
1     	Q0	33249624546480128	217 	0.194	1
1     	Q0	31008655369314304	218 	0.193	1
1     	Q0	34563031610433536	219 	0.193	1
1     	Q0	34360616298741760	220 	0.193	1
1     	Q0	34623437011951617	221 	0.193	1
1     	Q0	33413077542117377	222 	0.192	1
1     	Q0	34258521369477120	223 	0.192	1
1     	Q0	34921541489664000	224 	0.191	1
1     	Q0	31050063312588800	225 	0.191	1
1     	Q0	34743093983068160	226 	0.190	1
1     	Q0	34468578300264448	227 	0.190	1
1     	Q0	34577306567581697	228 	0.190	1
1     	Q0	34793802963099648	229 	0.189	1
1     	Q0	29379329343365120	230 	0.189	1
1     	Q0	29078681544560640	231 	0.189	1
1     	Q0	31310967233052672	232 	0.189	1
1     	Q0	34725508193198080	233 	0.189	1
1     	Q0	29415745427341313	234 	0.188	1
1     	Q0	34264130017824769	235 	0.188	1
1     	Q0	30003868892925952	236 	0.186	1
1     	Q0	30002599054802944	237 	0.186	1
1     	Q0	29993689119989760	238 	0.186	1
1     	Q0	29305606699487233	239 	0.186	1
1     	Q0	30520699500105728	240 	0.186	1
1     	Q0	32860264948834305	241 	0.185	1
1     	Q0	31408039034626048	242 	0.185	1
1     	Q0	34637830974083072	243 	0.184	1
1     	Q0	31831577201737728	244 	0.184	1
1     	Q0	31890994647539712	245 	0.184	1
1     	Q0	31773698776109056	246 	0.184	1
1     	Q0	31295093545635840	247 	0.184	1
1     	Q0	32854919065112576	248 	0.183	1
1     	Q0	32240123013767168	249 	0.183	1
1     	Q0	33205141876244480	250 	0.183	1
1     	Q0	33480447178575873	251 	0.183	1
1     	Q0	34142019685187584	252 	0.182	1
1     	Q0	33030044649529344	253 	0.182	1
1     	Q0	34548402616274944	254 	0.181	1
1     	Q0	35001000498561024	255 	0.181	1
1     	Q0	33391140686274560	256 	0.181	1
1     	Q0	33925179675516928	257 	0.181	1
1     	Q0	31500241756753920	258 	0.180	1
1     	Q0	33551624051892224	259 	0.180	1
1     	Q0	31263364470538240	260 	0.180	1
1     	Q0	30094925857034241	261 	0.179	1
1     	Q0	31733165370384384	262 	0.179	1
1     	Q0	33587838331129856	263 	0.179	1
1     	Q0	34704294674440193	264 	0.179	1
1     	Q0	30427114884829184	265 	0.178	1
1     	Q0	30923924376125441	266 	0.178	1
1     	Q0	34282009186537472	267 	0.178	1
1     	Q0	34879263006007296	268 	0.178	1
1     	Q0	34227948139581440	269 	0.177	1
1     	Q0	31473669091893248	270 	0.177	1
1     	Q0	34714271334006784	271 	0.177	1
1     	Q0	32313626673025024	272 	0.176	1
1     	Q0	34519564448432128	273 	0.176	1
1     	Q0	34729351735939072	274 	0.176	1
1     	Q0	34889246292582400	275 	0.176	1
1     	Q0	32723611248758785	276 	0.176	1
1     	Q0	29654647085998081	277 	0.175	1
1     	Q0	34792710141378560	278 	0.175	1
1     	Q0	34778717079216128	279 	0.175	1
1     	Q0	30243575279132672	280 	0.174	1
1     	Q0	29160241086070784	281 	0.173	1
1     	Q0	31009410847350784	282 	0.173	1
1     	Q0	35101151917649920	283 	0.173	1
1     	Q0	34964786022191105	284 	0.173	1
1     	Q0	30463304543506433	285 	0.173	1
1     	Q0	34946671993430016	286 	0.173	1
1     	Q0	32124582701830144	287 	0.172	1
1     	Q0	34646326314541058	288 	0.172	1
1     	Q0	34587324784320512	289 	0.172	1
1     	Q0	34603816372551680	290 	0.172	1
1     	Q0	30163245604016128	291 	0.172	1
1     	Q0	34999755813822464	292 	0.172	1
1     	Q0	35028457607929856	293 	0.171	1
1     	Q0	34795164165738496	294 	0.171	1
1     	Q0	34853451863171072	295 	0.171	1
1     	Q0	31159466858643456	296 	0.170	1
1     	Q0	30965300857937920	297 	0.170	1
1     	Q0	30156155305066496	298 	0.169	1
1     	Q0	34720143506411520	299 	0.169	1
1     	Q0	34316994635374592	300 	0.169	1
1     	Q0	31327728544260096	301 	0.169	1
1     	Q0	29565469983768576	302 	0.169	1
1     	Q0	33287365791326208	303 	0.168	1
1     	Q0	30724317385859072	304 	0.167	1
1     	Q0	34804738243428353	305 	0.167	1
1     	Q0	30053245963476992	306 	0.167	1
1     	Q0	34642248582828032	307 	0.167	1
1     	Q0	33439073175605248	308 	0.167	1
1     	Q0	30050959887433728	309 	0.167	1
1     	Q0	31201653633851393	310 	0.167	1
1     	Q0	33700830561435648	311 	0.166	1
1     	Q0	32405240200306688	312 	0.166	1
1     	Q0	34735038369103872	313 	0.166	1
1     	Q0	34389128141344768	314 	0.166	1
1     	Q0	33304669618962432	315 	0.166	1
1     	Q0	35108010338680832	316 	0.166	1
1     	Q0	30015302980866048	317 	0.166	1
1     	Q0	35044738360942592	318 	0.165	1
1     	Q0	34853834631151616	319 	0.165	1
1     	Q0	32221194124005376	320 	0.165	1
1     	Q0	29944142427586560	321 	0.165	1
1     	Q0	29096612458401792	322 	0.164	1
1     	Q0	34846965426556928	323 	0.164	1
1     	Q0	34944944452018176	324 	0.164	1
1     	Q0	34427335302184960	325 	0.164	1
1     	Q0	29331554597601282	326 	0.164	1
1     	Q0	30518967755870208	327 	0.163	1
1     	Q0	30419535756533762	328 	0.163	1
1     	Q0	29441608327892992	329 	0.163	1
1     	Q0	32302318430986240	330 	0.163	1
1     	Q0	32222447960850433	331 	0.163	1
1     	Q0	32610941329735680	332 	0.162	1
1     	Q0	29117651632521216	333 	0.162	1
1     	Q0	30678993350959104	334 	0.162	1
1     	Q0	34704726805192704	335 	0.162	1
1     	Q0	34899649898876928	336 	0.162	1
1     	Q0	34698552772923395	337 	0.161	1
1     	Q0	34764342079524864	338 	0.161	1
1     	Q0	34409479747403776	339 	0.161	1
1     	Q0	32188969437364225	340 	0.161	1
1     	Q0	30084412947308545	341 	0.161	1
1     	Q0	31338323108700160	342 	0.161	1
1     	Q0	34065314996035584	343 	0.161	1
1     	Q0	31568573352648705	344 	0.161	1
1     	Q0	32835196143276032	345 	0.160	1
1     	Q0	32834698367475712	346 	0.160	1
1     	Q0	34637744198123521	347 	0.160	1
1     	Q0	34762556610449408	348 	0.160	1
1     	Q0	34945584968372224	349 	0.160	1
1     	Q0	34906600250548224	350 	0.160	1
1     	Q0	34921636532723712	351 	0.160	1
1     	Q0	34623024279982080	352 	0.160	1
1     	Q0	34525681698209793	353 	0.160	1
1     	Q0	34668013819002880	354 	0.160	1
1     	Q0	33509236184973313	355 	0.160	1
1     	Q0	34851536446160897	356 	0.159	1
1     	Q0	34870823353323520	357 	0.159	1
1     	Q0	29623605230833664	358 	0.159	1
1     	Q0	32468314970128384	359 	0.159	1
1     	Q0	31865128668368896	360 	0.159	1
1     	Q0	35040270294712320	361 	0.159	1
1     	Q0	31893850989527040	362 	0.159	1
1     	Q0	34109344127655936	363 	0.159	1
1     	Q0	34946476572409856	364 	0.158	1
1     	Q0	30095238055862273	365 	0.158	1
1     	Q0	31723409993895936	366 	0.158	1
1     	Q0	32850626794758144	367 	0.158	1
1     	Q0	34605229383221248	368 	0.158	1
1     	Q0	34186687638667264	369 	0.158	1
1     	Q0	32841717572964352	370 	0.158	1
1     	Q0	34340808291254272	371 	0.158	1
1     	Q0	30228477894463488	372 	0.157	1
1     	Q0	31873581424054272	373 	0.157	1
1     	Q0	30173822837592064	374 	0.157	1
1     	Q0	29919808589926400	375 	0.157	1
1     	Q0	34809213972787200	376 	0.157	1
1     	Q0	34885972533452800	377 	0.157	1
1     	Q0	34914029059178496	378 	0.157	1
1     	Q0	34303174483382273	379 	0.157	1
1     	Q0	33935246105772032	380 	0.156	1
1     	Q0	29994788166049792	381 	0.156	1
1     	Q0	32579076275306496	382 	0.156	1
1     	Q0	35052601758334976	383 	0.156	1
1     	Q0	35010355893772288	384 	0.155	1
1     	Q0	34709413881184256	385 	0.155	1
1     	Q0	34813475813326848	386 	0.155	1
1     	Q0	29112582530928641	387 	0.155	1
1     	Q0	33084942892146688	388 	0.155	1
1     	Q0	33077319371333633	389 	0.155	1
1     	Q0	34728639425683457	390 	0.155	1
1     	Q0	34634360019750912	391 	0.154	1
1     	Q0	30095346348597248	392 	0.154	1
1     	Q0	33521585340022784	393 	0.154	1
1     	Q0	32658399627845632	394 	0.154	1
1     	Q0	34693424015745024	395 	0.154	1
1     	Q0	35075529832927232	396 	0.154	1
1     	Q0	34254070491512832	397 	0.153	1
1     	Q0	34565573841133568	398 	0.153	1
1     	Q0	34732092554215424	399 	0.153	1
1     	Q0	29513312056115200	400 	0.153	1
1     	Q0	34849753225232384	401 	0.153	1
1     	Q0	34972419730972672	402 	0.153	1
1     	Q0	32217899946999808	403 	0.152	1
1     	Q0	34641453019828224	404 	0.152	1
1     	Q0	33966309230256128	405 	0.152	1
1     	Q0	34942316573626368	406 	0.152	1
1     	Q0	32824548663492608	407 	0.152	1
1     	Q0	32785032661700609	408 	0.152	1
1     	Q0	35045705739546624	409 	0.152	1
1     	Q0	34946292765425664	410 	0.152	1
1     	Q0	33657351655399424	411 	0.151	1
1     	Q0	33389003956817920	412 	0.151	1
1     	Q0	32450310500786177	413 	0.151	1
1     	Q0	32377358287642624	414 	0.151	1
1     	Q0	28973753417342976	415 	0.151	1
1     	Q0	31488058029244416	416 	0.151	1
1     	Q0	34952008683229185	417 	0.151	1
1     	Q0	30809856231342080	418 	0.151	1
1     	Q0	30995050531913728	419 	0.150	1
1     	Q0	32777419622457344	420 	0.150	1
1     	Q0	32839394880651264	421 	0.150	1
1     	Q0	35049686653992960	422 	0.150	1
1     	Q0	34676394025816064	423 	0.149	1
1     	Q0	34690924302831616	424 	0.149	1
1     	Q0	34681242674794497	425 	0.149	1
1     	Q0	30947758529581056	426 	0.149	1
1     	Q0	32527114225852416	427 	0.149	1
1     	Q0	34135245464801280	428 	0.148	1
1     	Q0	34806909412319232	429 	0.148	1
1     	Q0	34707905735438336	430 	0.148	1
1     	Q0	34700360425676800	431 	0.148	1
1     	Q0	34984498244354048	432 	0.148	1
1     	Q0	31728747883274240	433 	0.148	1
1     	Q0	29549859702837248	434 	0.148	1
1     	Q0	31049889613873152	435 	0.148	1
1     	Q0	35023453421572096	436 	0.148	1
1     	Q0	32279218905681921	437 	0.148	1
1     	Q0	34341364988641280	438 	0.147	1
1     	Q0	30394668424372224	439 	0.147	1
1     	Q0	34933891731173376	440 	0.147	1
1     	Q0	35046236507607040	441 	0.147	1
1     	Q0	32846593451364352	442 	0.147	1
1     	Q0	34355020711337984	443 	0.147	1
1     	Q0	30561385402339328	444 	0.147	1
1     	Q0	34934670395183104	445 	0.147	1
1     	Q0	31336817055760384	446 	0.147	1
1     	Q0	32639842919645185	447 	0.147	1
1     	Q0	34832109285679104	448 	0.147	1
1     	Q0	32930976912904192	449 	0.147	1
1     	Q0	33395096489566209	450 	0.147	1
1     	Q0	34625416622776320	451 	0.146	1
1     	Q0	32876128335040512	452 	0.146	1
1     	Q0	35032142962495489	453 	0.146	1
1     	Q0	33322508392468480	454 	0.146	1
1     	Q0	31426450217246720	455 	0.146	1
1     	Q0	34946507903864832	456 	0.146	1
1     	Q0	35034784988139520	457 	0.146	1
1     	Q0	30790044126027776	458 	0.146	1
1     	Q0	34898389988548608	459 	0.146	1
1     	Q0	31021336423829504	460 	0.146	1
1     	Q0	34546734466080768	461 	0.146	1
1     	Q0	34924859251228672	462 	0.146	1
1     	Q0	34847696636346368	463 	0.146	1
1     	Q0	34131491256541185	464 	0.146	1
1     	Q0	30276766429880320	465 	0.146	1
1     	Q0	35017591793651713	466 	0.146	1
1     	Q0	33107967448457216	467 	0.146	1
1     	Q0	34345021821952000	468 	0.145	1
1     	Q0	31293731701260288	469 	0.145	1
1     	Q0	32192084895080448	470 	0.145	1
1     	Q0	30555240277213184	471 	0.145	1
1     	Q0	34885439919894528	472 	0.144	1
1     	Q0	34979628837773312	473 	0.144	1
1     	Q0	34601511140990976	474 	0.144	1
1     	Q0	31557790140997632	475 	0.144	1
1     	Q0	34726156393656320	476 	0.143	1
1     	Q0	35000776602427392	477 	0.143	1
1     	Q0	29939071329505280	478 	0.143	1
1     	Q0	31476880397836288	479 	0.143	1
1     	Q0	34843030611558400	480 	0.143	1
1     	Q0	32143277415202816	481 	0.143	1
1     	Q0	30322826447691777	482 	0.143	1
1     	Q0	31548936007196673	483 	0.143	1
1     	Q0	32500416310681600	484 	0.143	1
1     	Q0	34761270200631299	485 	0.143	1
1     	Q0	31095571716509696	486 	0.143	1
1     	Q0	29612267133739008	487 	0.142	1
1     	Q0	30791809185619968	488 	0.142	1
1     	Q0	31048157764780032	489 	0.142	1
1     	Q0	29907417282117632	490 	0.142	1
1     	Q0	29570724070952961	491 	0.142	1
1     	Q0	35045794344083456	492 	0.141	1
1     	Q0	31663374244773888	493 	0.141	1
1     	Q0	33976397697388545	494 	0.141	1
1     	Q0	34714302678044673	495 	0.141	1
1     	Q0	34352312872869888	496 	0.141	1
1     	Q0	29542381271384064	497 	0.141	1
1     	Q0	34931197188509697	498 	0.140	1
1     	Q0	34711531610439680	499 	0.140	1
1     	Q0	32337148006899712	500 	0.140	1
1     	Q0	31258064623505408	501 	0.140	1
1     	Q0	29290286907658240	502 	0.140	1
1     	Q0	35035445469388800	503 	0.140	1
1     	Q0	34639095317803008	504 	0.140	1
1     	Q0	34216000354258944	505 	0.140	1
1     	Q0	30950860527771648	506 	0.140	1
1     	Q0	34917620188717056	507 	0.140	1
1     	Q0	29298400398671872	508 	0.140	1
1     	Q0	31051852053221376	509 	0.139	1
1     	Q0	33184751787450368	510 	0.139	1
1     	Q0	29014332280938497	511 	0.139	1
1     	Q0	30393188145430528	512 	0.139	1
1     	Q0	30399823257534465	513 	0.139	1
1     	Q0	30986626352021504	514 	0.139	1
1     	Q0	34775042264928256	515 	0.139	1
1     	Q0	30591074263105536	516 	0.139	1
1     	Q0	34932825786417152	517 	0.139	1
1     	Q0	34323809263681536	518 	0.139	1
1     	Q0	29952708987322368	519 	0.138	1
1     	Q0	34695954263318528	520 	0.138	1
1     	Q0	33442660542840832	521 	0.138	1
1     	Q0	33086569376124928	522 	0.138	1
1     	Q0	34778255236005888	523 	0.138	1
1     	Q0	30150432466665472	524 	0.138	1
1     	Q0	31701120082518016	525 	0.138	1
1     	Q0	34779952851333120	526 	0.138	1
1     	Q0	35008008694005760	527 	0.138	1
1     	Q0	34634274011357187	528 	0.138	1
1     	Q0	34940996215111680	529 	0.138	1
1     	Q0	30798313896804352	530 	0.138	1
1     	Q0	31053347091910656	531 	0.138	1
1     	Q0	35022034937319424	532 	0.137	1
1     	Q0	34130272052051968	533 	0.137	1
1     	Q0	34116464726249473	534 	0.137	1
1     	Q0	33878460057260032	535 	0.137	1
1     	Q0	32451636047646720	536 	0.137	1
1     	Q0	32847510770819073	537 	0.137	1
1     	Q0	34617304075476994	538 	0.137	1
1     	Q0	35006018152824832	539 	0.137	1
1     	Q0	34706368841654272	540 	0.137	1
1     	Q0	34918395459674112	541 	0.137	1
1     	Q0	34638664097079296	542 	0.136	1
1     	Q0	31042518963453952	543 	0.136	1
1     	Q0	34945186928787456	544 	0.136	1
1     	Q0	29859621455798273	545 	0.136	1
1     	Q0	34948558134185984	546 	0.136	1
1     	Q0	30379377392885761	547 	0.136	1
1     	Q0	32956157765099520	548 	0.136	1
1     	Q0	32106462016700418	549 	0.136	1
1     	Q0	34737900612489216	550 	0.136	1
1     	Q0	32152951418003457	551 	0.136	1
1     	Q0	34598980834824192	552 	0.135	1
1     	Q0	31714371382026240	553 	0.135	1
1     	Q0	33208854607036416	554 	0.135	1
1     	Q0	31853272071413760	555 	0.135	1
1     	Q0	31281572514631680	556 	0.135	1
1     	Q0	31281263205679105	557 	0.135	1
1     	Q0	32484071762296832	558 	0.135	1
1     	Q0	32391202426851328	559 	0.135	1
1     	Q0	32343463559172096	560 	0.135	1
1     	Q0	34326030139260928	561 	0.135	1
1     	Q0	29209817457360896	562 	0.135	1
1     	Q0	35039140093370368	563 	0.135	1
1     	Q0	30530928832946176	564 	0.135	1
1     	Q0	33649455450292224	565 	0.134	1
1     	Q0	31029101649207296	566 	0.134	1
1     	Q0	32314149031649280	567 	0.134	1
1     	Q0	31406896539770881	568 	0.134	1
1     	Q0	33457614280982528	569 	0.134	1
1     	Q0	34754398236184576	570 	0.134	1
1     	Q0	33609821282377728	571 	0.134	1
1     	Q0	31047662870470656	572 	0.134	1
1     	Q0	34727022253051904	573 	0.134	1
1     	Q0	34846146832629761	574 	0.134	1
1     	Q0	31729180412485633	575 	0.134	1
1     	Q0	34297209319063552	576 	0.134	1
1     	Q0	34922777454579712	577 	0.134	1
1     	Q0	34361811994148864	578 	0.134	1
1     	Q0	30251603453812736	579 	0.133	1
1     	Q0	30649819261304832	580 	0.133	1
1     	Q0	34937416888352768	581 	0.133	1
1     	Q0	29281607500169216	582 	0.133	1
1     	Q0	30740931489570816	583 	0.133	1
1     	Q0	29016301166927872	584 	0.133	1
1     	Q0	34476966123937793	585 	0.132	1
1     	Q0	35044364539404288	586 	0.132	1
1     	Q0	34939797898272768	587 	0.132	1
1     	Q0	31488619965317120	588 	0.132	1
1     	Q0	34877039056125952	589 	0.132	1
1     	Q0	33831740283957248	590 	0.132	1
1     	Q0	33686360959229952	591 	0.132	1
1     	Q0	34989956136964096	592 	0.132	1
1     	Q0	30665366342467584	593 	0.132	1
1     	Q0	32008783311933440	594 	0.132	1
1     	Q0	30575838902620161	595 	0.132	1
1     	Q0	31351523908784128	596 	0.132	1
1     	Q0	29300667910717441	597 	0.132	1
1     	Q0	33501942902685696	598 	0.132	1
1     	Q0	35045310455611392	599 	0.131	1
1     	Q0	30431432652361729	600 	0.131	1
1     	Q0	34696531139371008	601 	0.131	1
1     	Q0	32972080421154816	602 	0.131	1
1     	Q0	34938658486222848	603 	0.131	1
1     	Q0	29549388292431872	604 	0.131	1
1     	Q0	29546290585014274	605 	0.131	1
1     	Q0	30459182910017536	606 	0.131	1
